film_vote_count,film_popularity,film_budget,film_revenue,film_rating,days_since_film_release,film_runtime_min,film_is_action,film_is_adventure,film_is_animation,film_is_comedy,film_is_crime,film_is_documentary,film_is_drama,film_is_family,film_is_fantasy,film_is_history,film_is_horror,film_is_music,film_is_mystery,film_is_romance,film_is_science_fiction,film_is_tv_movie,film_is_thriller,film_is_war,film_is_western,days_since_album_release,n_tracks,composer_album_count,ambient_experimental,classical_orchestral,electronic,hip_hop_rnb,pop,rock,world_folk,us_score_nominee_count,us_song_nominee_count,bafta_nominee,log_lfm_album_listeners
12222,18.4171,40000000,569651467,5.875,4007,125,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,4001.0,16.0,19,0,0,0,0,0,0,0,0,3,0,3.295836866004329
7294,11.8041,95000000,543514353,6.826,3984,105,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,3980.0,33.0,6,0,1,0,0,0,0,0,0,0,0,6.261491684321042
18928,10.1655,135000000,532950503,7.54,3690,157,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3690.0,22.0,2,1,1,0,0,0,0,0,2,0,1,2.6390573296152584
20206,10.133,245000000,2068223624,7.3,3700,136,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4048.0,23.0,6,0,1,0,0,0,0,0,1,0,1,5.780743515792329
9272,9.7665,30000000,84997446,7.415,3789,122,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3788.0,18.0,3,0,1,1,0,0,0,0,2,0,0,6.725033642166843
7892,8.7991,88000000,244874809,5.766,3852,106,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3844.0,20.0,16,0,0,0,0,0,0,0,0,0,0,6.586171654854675
7840,8.5762,68000000,215863606,6.3,3873,115,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3875.0,15.0,1,0,0,0,0,0,0,0,0,0,0,5.872117789475416
14925,8.221,44000000,155760117,7.756,3690,188,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,4048.0,28.0,1,0,1,0,0,0,1,1,3,0,0,6.769641976852503
13942,8.0406,15000000,36869414,7.572,4028,108,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4029.0,10.0,3,0,0,1,0,0,0,0,0,0,0,3.58351893845611
20542,7.942,130000000,519311965,7.067,3854,117,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3851.0,31.0,17,0,1,0,0,0,0,0,0,0,0,3.044522437723423
6762,7.4075,2300000,23374076,6.6,4014,101,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,3967.0,18.0,5,1,0,1,0,0,0,0,0,0,0,3.044522437723423
13108,7.1716,160000000,653428261,6.9,3727,137,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4048.0,19.0,17,0,0,0,0,0,0,0,0,0,0,3.044522437723423
8865,7.0047,110000000,473990832,6.2,3902,114,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3917.0,24.0,4,0,0,0,0,0,0,0,0,0,0,5.808142489980444
7791,6.9512,37000000,173600000,7.404,3720,133,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4048.0,21.0,13,0,1,0,0,0,0,0,0,0,0,3.555348061489413
10825,6.8848,61000000,312296056,6.734,3797,131,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,21.0,4,0,0,0,0,0,0,0,0,0,0,4.382026634673881
4153,6.347,25000000,42972994,7.058,3797,132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,33.0,16,0,0,0,0,1,1,0,0,0,0,2.079441541679836
8290,6.0161,49000000,104399548,6.786,3986,120,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3980.0,16.0,23,1,0,1,0,0,0,0,0,0,0,7.785305182539862
6988,5.0044,25000000,65663276,7.471,3943,112,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,3917.0,23.0,20,0,0,0,0,0,0,0,0,0,0,9.700759185964513
6704,4.9025,4000000,15700000,7.029,3761,119,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,10.0,25,0,0,0,0,0,0,0,0,0,0,2.4849066497880004
6303,4.3128,120000000,167977596,4.437,3832,100,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3837.0,23.0,24,0,1,0,0,0,0,0,0,0,0,2.9444389791664403
5145,4.24,55000000,74700000,6.7,3763,119,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,3762.0,36.0,4,0,0,0,0,0,0,0,0,0,0,10.715017588824423
10940,4.1275,74000000,1159457503,6.416,3881,91,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3858.0,29.0,8,0,0,0,0,0,0,0,0,0,0,3.58351893845611
612,4.1259,0,1473809,6.031,3948,104,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4048.0,11.0,12,0,0,0,0,0,0,0,0,0,0,0.0
4105,4.0475,28000000,201634991,7.783,3826,147,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,3676.0,17.0,14,0,0,0,1,0,0,0,0,0,0,4.30406509320417
1753,3.9567,99000000,246233113,6.951,3740,88,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3754.0,20.0,17,0,0,0,0,1,0,0,0,0,0,3.218875824868201
3919,3.5571,58000000,158261424,6.313,3832,103,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3753.0,29.0,19,0,1,0,0,0,0,0,0,0,0,4.663439094112067
1731,3.4765,90000000,233755553,6.025,3698,92,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,4048.0,9.0,13,0,0,0,0,1,0,0,0,0,0,6.327936783729195
2358,3.4462,35000000,95682614,5.22,3909,93,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3910.0,20.0,2,0,1,0,0,0,0,0,0,0,0,2.079441541679836
5112,3.3904,55000000,203427584,6.827,3796,121,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3788.0,16.0,10,0,0,0,0,0,0,0,0,0,0,7.179307969504034
2898,3.336,28000000,27100000,6.091,3818,96,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3781.0,22.0,10,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
2905,3.324,64000000,101281211,7.6,3839,106,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3613.0,22.0,1,0,0,0,0,0,0,0,0,0,0,7.329093736246592
1756,3.3056,50000000,12951093,6.284,3975,137,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3945.0,24.0,3,0,0,0,0,0,0,0,0,0,0,2.833213344056216
681,2.8677,2023920,0,6.992,3706,90,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,18.0,1,0,0,0,1,0,0,0,0,0,0,10.595984521754486
3535,2.7839,10000000,120453155,6.283,3901,97,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3893.0,22.0,13,1,0,0,0,0,0,0,0,0,0,3.1354942159291497
2807,2.6835,150000000,128388320,5.958,3782,111,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3770.0,21.0,10,0,1,0,0,1,0,0,0,0,0,8.776012719182917
973,2.3718,3500000,0,6.983,4036,72,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4022.0,24.0,1,0,0,0,0,0,0,0,0,0,0,3.871201010907891
2161,2.3414,13360000,2000000,6.897,3909,125,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4048.0,12.0,1,0,0,0,0,0,0,0,0,3,0,3.5263605246161616
1078,2.2521,30000000,49263404,6.3,3895,104,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4048.0,14.0,25,0,0,0,0,0,0,0,0,0,0,5.389071729816501
3203,2.2185,11000000,62076141,7.309,3756,111,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,3739.0,24.0,2,0,1,0,0,0,0,0,0,0,0,0.6931471805599453
1131,2.182,15000000,9104716,7.245,3978,103,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,,20.0,2,0,0,0,0,0,0,0,0,0,0,3.7612001156935615
866,2.0956,20000000,43956255,7.131,3873,111,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3875.0,17.0,1,0,0,1,0,0,1,0,0,0,0,3.49650756146648
1653,2.0779,4000000,187112,5.404,3921,95,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,,21.0,4,0,0,0,0,0,0,0,0,0,0,6.1092475827643655
3506,2.0472,20000000,36606743,6.525,3774,100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3655.0,16.0,20,0,0,0,0,0,0,0,0,0,0,7.608374474380783
1658,1.8145,14000000,16002420,7.198,3760,106,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4048.0,16.0,20,0,0,0,0,1,0,0,0,0,0,4.02535169073515
1431,1.8126,11000000,61619773,7.3,3970,109,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4048.0,18.0,23,0,1,0,0,0,0,0,0,0,0,4.110873864173311
2228,1.7958,40000000,34200000,5.949,3735,110,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,3725.0,32.0,6,0,0,0,0,0,0,0,0,0,0,4.912654885736052
597,1.7474,0,0,6.765,3872,104,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,3875.0,8.0,3,0,0,0,0,0,0,0,0,0,0,3.4657359027997265
797,1.7119,0,2160298,5.38,3790,94,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4048.0,19.0,3,0,1,0,0,0,0,0,0,0,0,4.795790545596741
2666,1.6859,35000000,50400000,7.075,3733,123,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,20.0,17,0,1,0,0,0,0,0,0,0,0,1.0986122886681098
902,1.6433,800000,143658,5.988,3860,88,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,21.0,1,0,0,0,0,0,0,0,0,0,0,4.584967478670572
1542,1.6341,7000000,17986781,7.06,3879,103,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3883.0,15.0,4,0,0,0,0,0,0,0,0,0,0,8.924123891686012
2121,1.5845,37000000,26250020,5.5,3900,105,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,17.0,5,0,0,0,0,1,1,0,0,0,0,9.020026965252676
1859,1.5183,20000000,17671101,5.574,3775,106,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,3746.0,21.0,8,0,0,0,0,0,0,0,0,0,0,3.044522437723423
742,1.5059,0,67132,6.51,3823,95,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,50.0,1,0,0,1,0,1,0,0,0,0,0,10.218152296317797
614,1.4391,10000000,3727746,5.526,3733,122,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3732.0,17.0,5,0,0,0,0,0,0,0,0,0,0,11.094390314766317
3316,1.437,35000000,61181942,6.994,3776,123,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3781.0,15.0,11,0,1,0,0,0,0,0,0,0,0,2.6390573296152584
652,1.3341,0,2633527,6.021,3978,95,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,3987.0,20.0,3,0,0,0,0,0,0,0,0,0,0,2.70805020110221
1226,1.3029,0,4289074,5.6,3723,119,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,12.0,5,0,1,0,0,0,0,0,0,0,0,6.102558594613569
682,1.2889,0,8200000,7.383,3794,112,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,10.0,15,0,0,1,0,1,1,0,0,0,0,0.0
806,1.2354,13000000,1784763,5.361,3845,91,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3823.0,19.0,13,0,1,0,0,0,0,0,0,0,0,5.961005339623274
1910,1.2182,630019,0,7.474,3907,32,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3900.0,13.0,1,0,0,1,0,1,0,0,0,0,0,4.897839799950911
1337,1.2069,20000000,5090852,5.9,3951,113,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,3830.0,21.0,2,0,0,0,0,0,0,0,0,0,0,3.5263605246161616
670,1.1947,7000000,573335,7.2,3774,103,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3781.0,7.0,1,0,0,0,0,0,0,0,0,0,0,3.4339872044851463
598,1.1736,0,3002884,7.013,3837,106,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3809.0,18.0,19,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
728,1.1522,10000000,28600000,7.079,3900,120,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,3823.0,12.0,5,1,0,1,0,1,0,0,0,2,0,2.4849066497880004
973,1.0549,0,121461,5.687,3824,97,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,3950.0,26.0,1,0,0,0,0,0,0,0,0,0,0,1.3862943611198906
533,0.9196,0,3286448,6.367,3790,103,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,21.0,3,0,0,0,0,0,0,0,0,0,0,3.1354942159291497
554,0.9036,7100000,130541,6.023,3864,108,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3767.0,10.0,2,0,0,0,0,0,0,0,0,0,0,0.0
1061,0.8846,0,0,6.106,4014,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,18.0,1,0,0,0,0,0,0,0,0,0,0,1.6094379124341005
563,0.7854,14000000,10846026,5.301,4000,98,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,15.0,1,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
17519,41.2478,150000000,1025521689,7.758,3642,109,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3676.0,1.0,25,0,0,0,0,1,0,0,0,0,0,7.183870715062453
13000,20.4968,20000000,207945075,7.923,3531,110,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3529.0,9.0,6,0,0,0,0,1,1,0,0,0,0,4.290459441148391
4151,14.8342,8575000,38600000,8.193,3531,145,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,3446.0,38.0,2,0,0,0,0,0,0,0,0,0,0,9.90113478695253
18684,12.7004,250000000,874362803,5.988,3601,152,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3606.0,18.0,23,0,1,1,0,0,0,0,0,0,0,4.7535901911063645
17749,9.7384,30000000,509183536,7.897,3348,129,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3340.0,15.0,3,0,0,0,0,0,0,0,3,3,1,5.929589143389895
6854,7.7771,110000000,179246868,6.1,3615,120,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,,17.0,14,0,0,0,0,0,0,0,0,0,0,9.403107186631676
10218,6.9808,25000000,235957472,8.1,3339,127,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3340.0,26.0,23,0,1,0,1,0,0,0,1,0,0,4.219507705176107
6675,6.388,170000000,299457024,6.56,3538,113,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3536.0,28.0,19,0,1,0,0,0,0,0,0,0,0,3.58351893845611
16082,6.1851,200000000,1056057273,7.504,3335,133,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3683.0,21.0,25,0,1,0,0,0,0,0,0,0,0,7.971776122880628
6040,5.9127,120000000,415484914,6.369,3475,123,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3473.0,16.0,10,0,1,1,0,1,1,0,0,0,0,9.22207129485188
4266,5.7649,140000000,150680864,5.692,3628,127,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3627.0,26.0,24,0,1,0,0,0,0,0,0,0,0,8.007700012884026
8361,5.6458,175000000,966550600,6.868,3586,106,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3578.0,24.0,15,0,0,0,0,0,0,0,0,0,0,3.332204510175204
12485,5.2185,200000000,1029266989,7.04,3516,97,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3683.0,34.0,13,0,1,0,0,1,0,0,0,0,0,3.9318256327243257
1100,5.1807,10400000,311000000,7.889,3328,161,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3335.0,7.0,2,0,0,0,0,0,0,0,0,0,0,8.683385366280309
2560,5.1603,1900000,5713331,7.4,3628,112,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,1.0,2,0,0,0,0,0,0,0,0,0,0,5.5053315359323625
6408,5.0175,180000000,356743061,5.915,3503,109,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3516.0,21.0,9,0,0,0,0,0,0,0,0,0,0,5.010635294096256
905,4.9286,3500000,2290649,6.799,3410,163,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,19.0,25,0,0,0,1,1,0,0,0,0,0,3.784189633918261
6671,4.8772,144000000,229147509,5.35,3488,117,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3487.0,21.0,18,0,0,0,0,0,0,0,0,0,0,8.830543010616596
13948,4.7663,110000000,303144152,6.952,3328,116,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,3683.0,26.0,13,0,1,0,0,0,0,0,1,0,0,3.912023005428146
5923,4.7205,38000000,109906372,5.937,3670,112,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,22.0,16,0,1,1,0,0,0,0,0,0,0,1.3862943611198906
8399,4.7059,50000000,71261763,7.125,3548,116,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3683.0,15.0,2,0,0,0,0,1,1,0,0,0,0,3.688879454113936
1486,4.6706,20000000,14397593,6.315,3571,92,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3571.0,15.0,3,0,0,0,0,0,0,0,0,0,0,2.6390573296152584
7115,4.5544,160000000,433677183,6.394,3538,123,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3529.0,19.0,8,0,1,0,0,0,0,0,0,0,0,10.508895818788067
3218,4.4894,46000000,23834809,7.123,3326,161,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,3.0,1,0,0,0,0,0,0,0,0,0,0,4.007333185232471
5267,4.3704,15000000,24121245,7.136,3355,115,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,3263.0,30.0,16,0,0,0,0,0,0,0,0,0,0,0.0
8139,3.651,22500000,29300000,7.416,3375,116,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3375.0,13.0,4,0,1,0,0,0,0,0,0,0,0,7.792761720816526
4544,3.4735,40000000,37357216,7.106,3425,135,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,,25.0,6,0,0,0,0,0,0,0,0,0,0,2.079441541679836
3736,3.4266,60000000,76249438,7.631,3453,102,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,16.0,10,0,1,0,0,0,0,0,0,0,0,10.864656043188369
1960,3.24,30000000,109573511,7.2,3335,89,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3081.0,11.0,1,0,0,0,0,1,0,0,0,0,0,4.574710978503383
4039,3.1739,4900000,149368835,6.366,3481,81,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3487.0,16.0,20,0,0,0,0,0,0,0,0,0,0,6.884486652042782
5917,2.9742,45000000,173200000,6.442,3405,112,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3403.0,21.0,19,0,0,0,0,0,0,0,0,0,0,4.934473933130692
544,2.8969,0,551760,5.7,3635,86,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,3473.0,13.0,20,0,0,0,0,0,0,0,0,0,0,2.995732273553991
5496,2.8566,36000000,88528280,7.219,3334,97,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3683.0,23.0,18,0,0,0,0,0,0,0,0,0,0,8.611593866837723
3041,2.7952,35000000,211952420,6.407,3426,123,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,20.0,6,0,0,0,0,0,0,0,0,0,0,1.6094379124341005
2286,2.7259,65000000,143695338,6.375,3461,103,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3683.0,28.0,7,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
2774,2.6613,45000000,50548152,7.1,3337,133,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,3683.0,12.0,5,0,0,0,0,0,0,0,0,0,0,2.70805020110221
2263,2.6376,28000000,16457494,6.165,3649,108,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,,23.0,4,0,0,0,0,0,0,0,0,0,0,0.0
1375,2.4871,0,151042,6.008,3418,90,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,,30.0,1,1,0,1,0,0,0,0,0,0,0,5.857933154483459
4182,2.4248,9000000,18803648,7.156,3361,105,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3361.0,19.0,5,0,0,0,1,1,1,0,0,0,0,2.772588722239781
1824,2.3425,31500000,14708696,6.209,3586,113,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3543.0,19.0,25,0,0,1,0,0,0,0,0,0,0,8.339023005744759
1921,2.3274,13000000,9101546,7.414,3354,133,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,17.0,9,0,1,0,0,0,0,0,0,0,0,7.069874128458572
3355,2.2181,3500000,4100000,7.036,3368,98,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,28.0,3,0,0,0,0,0,0,0,0,0,0,9.571644584298577
2196,2.206,11089000,75173000,6.823,3683,86,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,4.0,2,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
8372,2.1889,75000000,875457937,6.311,3514,86,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3683.0,25.0,20,0,0,0,0,0,0,0,0,0,0,3.091042453358316
817,2.0961,6000000,6174491,6.799,3375,116,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3683.0,18.0,2,0,0,0,0,1,0,0,0,0,0,4.727387818712341
669,1.8065,13000000,0,5.4,3431,96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,15.0,2,0,0,0,0,0,0,0,0,0,0,2.079441541679836
1958,1.7185,9800000,2341534,6.651,3538,131,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,17.0,4,0,0,0,0,0,0,0,0,0,0,10.341032554107704
2403,1.6855,9000000,13960394,6.455,3347,100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3683.0,14.0,1,0,0,0,0,0,0,0,2,0,0,6.656726524178391
1329,1.634,0,1600000,6.592,3404,107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,11.0,1,0,0,0,0,0,0,0,0,0,0,5.598421958998375
1365,1.4591,90000000,22700000,6.274,3324,129,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,10.0,15,0,0,0,0,0,0,0,0,0,0,2.079441541679836
2399,1.3768,4000000,13624522,7.9,3613,105,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,3683.0,16.0,25,0,0,0,0,1,1,0,0,1,0,5.552959584921617
1109,1.2369,30000000,57814445,5.8,3468,87,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3473.0,14.0,2,0,0,0,0,0,0,0,0,0,0,4.189654742026425
1178,1.0448,10000000,3400278,6.374,3594,117,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3585.0,16.0,25,0,0,1,1,1,1,0,0,0,0,2.70805020110221
503,0.8329,5402000,0,4.963,3629,100,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,6.0,1,0,0,0,1,0,0,0,0,0,0,2.302585092994046
22753,17.4147,175000000,880978185,7.33,3132,133,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3130.0,22.0,25,0,1,0,0,0,0,0,0,0,0,3.49650756146648
22542,13.1909,200000000,863756051,7.611,3209,137,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3317.0,14.0,10,0,0,0,1,0,1,0,0,0,0,5.170483995038151
18442,9.9268,4500000,255407969,7.6,3263,104,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,,38.0,5,0,0,0,0,0,0,0,0,0,0,1.3862943611198906
17226,8.7125,150000000,527000000,7.45,3118,107,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3130.0,1.0,23,0,0,0,0,0,0,0,3,0,1,2.8903717578961645
18059,8.674,9000000,278454358,7.343,3299,117,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,19.0,3,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
12561,8.6454,230000000,795922298,6.655,3175,129,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3172.0,11.0,8,0,1,0,0,0,0,0,0,0,0,4.23410650459726
2556,7.6428,5500000,42187665,7.99,3145,95,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,3317.0,14.0,5,0,1,0,0,0,0,0,0,0,0,6.551080335043404
6244,7.3162,175000000,383925276,6.9,3152,102,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3151.0,16.0,4,0,0,0,0,0,0,0,0,0,0,8.423541635334782
9513,7.2321,150000000,490719763,7.215,3126,140,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,3130.0,17.0,25,0,0,0,0,0,0,0,0,0,0,3.737669618283368
8377,6.7826,69000000,177900000,6.088,3173,116,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3193.0,9.0,13,0,0,0,0,0,0,0,0,0,0,9.483720659717104
8134,6.5018,20000000,315025930,8.1,3001,113,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3317.0,21.0,10,0,0,0,0,0,0,0,0,0,0,0.0
5406,6.0854,60000000,113231078,5.788,3103,95,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3109.0,29.0,22,0,1,0,0,0,0,0,0,0,0,2.302585092994046
