"tmdb_id","release_group_id","artist_credit_id","position","artist_id","credited_name","join_phrase","is_primary_artist"
377448,1715734,1,0,1,Various Artists,"",true
316023,1846900,1,0,1,Various Artists,"",true
440918,2159887,1,0,1,Various Artists,"",true
637920,2668889,1,0,1,Various Artists,"",true
499723,1994071,1,0,1,Various Artists,"",true
865559,3169482,1,0,1,Various Artists,"",true
605456,2579892,1,0,1,Various Artists,"",true
644495,2840744,1,0,1,Various Artists,"",true
1015333,4320229,1,0,1,Various Artists,"",true
446893,2324345,1,0,1,Various Artists,"",true
257088,1787113,1,0,1,Various Artists,"",true
592508,2822408,1,0,1,Various Artists,"",true
504562,2252575,1,0,1,Various Artists,"",true
471919,2730722,1,0,1,Various Artists,"",true
330544,1526966,1,0,1,Various Artists,"",true
1265063,4406683,1,0,1,Various Artists,"",true
839074,2741805,1,0,1,Various Artists,"",true
540414,2456420,1,0,1,Various Artists,"",true
1059811,4298281,1,0,1,Various Artists,"",true
286565,1551015,1,0,1,Various Artists,"",true
290762,2633419,1,0,1,Various Artists,"",true
427416,1725147,1,0,1,Various Artists,"",true
342737,1804078,1,0,1,Various Artists,"",true
382400,4519865,1,0,1,Various Artists,"",true
431530,1945917,1,0,1,Various Artists,"",true
783675,3404322,1,0,1,Various Artists,"",true
498402,2822994,1,0,1,Various Artists,"",true
43074,1673029,1,0,1,Various Artists,"",true
606679,2402884,1,0,1,Various Artists,"",true
512180,2634234,1,0,1,Various Artists,"",true
426558,1827548,1,0,1,Various Artists,"",true
503751,3889714,1,0,1,Various Artists,"",true
567690,4157259,1,0,1,Various Artists,"",true
985932,4320146,1,0,1,Various Artists,"",true
575813,2252849,1,0,1,Various Artists,"",true
472876,1935247,1,0,1,Various Artists,"",true
353952,1827636,1,0,1,Various Artists,"",true
1060090,563480,1,0,1,Various Artists,"",true
463063,1828029,1,0,1,Various Artists,"",true
589970,2278301,1,0,1,Various Artists,"",true
330770,339219,1,0,1,Various Artists,"",true
843527,3691701,1,0,1,Various Artists,"",true
671909,2577577,1,0,1,Various Artists,"",true
339403,1827353,1,0,1,Various Artists,"",true
401246,1911434,1,0,1,Various Artists,"",true
290098,1706974,1,0,1,Various Artists,"",true
632666,2480631,1,0,1,Various Artists,"",true
458897,2242942,1,0,1,Various Artists,"",true
334524,1902647,1,0,1,Various Artists,"",true
826914,2846445,1,0,1,Various Artists,"",true
474335,1989010,1,0,1,Various Artists,"",true
434444,3092434,1,0,1,Various Artists,"",true
550148,2590264,1,0,1,Various Artists,"",true
456756,1827631,1,0,1,Various Artists,"",true
345938,1762051,1,0,1,Various Artists,"",true
307081,1540550,1,0,1,Various Artists,"",true
477666,1342777,1,0,1,Various Artists,"",true
460508,1827286,1,0,1,Various Artists,"",true
454292,2591551,1,0,1,Various Artists,"",true
565357,2177756,1,0,1,Various Artists,"",true
462469,2059709,1,0,1,Various Artists,"",true
323373,2365566,1,0,1,Various Artists,"",true
373471,4222558,1,0,1,Various Artists,"",true
312221,1626180,1,0,1,Various Artists,"",true
338103,1824099,1,0,1,Various Artists,"",true
858017,3696939,1,0,1,Various Artists,"",true
593214,2591522,1,0,1,Various Artists,"",true
542178,2794357,1,0,1,Various Artists,"",true
1236419,4227423,1,0,1,Various Artists,"",true
325348,1691482,1,0,1,Various Artists,"",true
316154,1946030,1,0,1,Various Artists,"",true
458344,2022612,1,0,1,Various Artists,"",true
390337,1106973,1,0,1,Various Artists,"",true
295699,1664642,1,0,1,Various Artists,"",true
783461,2913031,1,0,1,Various Artists,"",true
313755,1838137,1,0,1,Various Artists,"",true
646207,2709287,1,0,1,Various Artists,"",true
736769,3386600,1,0,1,Various Artists,"",true
378607,2218366,1,0,1,Various Artists,"",true
776527,2884929,1,0,1,Various Artists,"",true
498448,2205052,1,0,1,Various Artists,"",true
642297,2283127,1,0,1,Various Artists,"",true
1137350,4213036,1,0,1,Various Artists,"",true
357563,1830576,1,0,1,Various Artists,"",true
413417,1861364,1,0,1,Various Artists,"",true
523781,2534071,1,0,1,Various Artists,"",true
419478,2006892,1,0,1,Various Artists,"",true
555801,1342777,1,0,1,Various Artists,"",true
1020006,3555043,1,0,1,Various Artists,"",true
339403,1956282,1,0,1,Various Artists,"",true
499932,2491434,1,0,1,Various Artists,"",true
257211,1607769,1,0,1,Various Artists,"",true
534259,2212201,1,0,1,Various Artists,"",true
510452,2118119,1,0,1,Various Artists,"",true
401847,2063390,1,0,1,Various Artists,"",true
554755,2872350,1,0,1,Various Artists,"",true
434767,2805422,1,0,1,Various Artists,"",true
622855,2604715,1,0,1,Various Artists,"",true
290250,1658735,1,0,1,Various Artists,"",true
441384,2133862,1,0,1,Various Artists,"",true
527776,2287385,1,0,1,Various Artists,"",true
254470,1524279,1,0,1,Various Artists,"",true
1241982,3934039,1,0,1,Various Artists,"",true
260514,2428906,1,0,1,Various Artists,"",true
454286,3538201,1,0,1,Various Artists,"",true
474498,1883395,1,0,1,Various Artists,"",true
456162,1941838,1,0,1,Various Artists,"",true
505904,2025162,1,0,1,Various Artists,"",true
407445,1370795,1,0,1,Various Artists,"",true
122278,2165288,1,0,1,Various Artists,"",true
556907,2698601,1,0,1,Various Artists,"",true
545581,3469309,1,0,1,Various Artists,"",true
382399,1649862,1,0,1,Various Artists,"",true
297761,1670897,1,0,1,Various Artists,"",true
643438,4283992,1,0,1,Various Artists,"",true
1290190,4538242,1,0,1,Various Artists,"",true
560050,2515051,1,0,1,Various Artists,"",true
499566,2359592,1,0,1,Various Artists,"",true
47971,1757084,1,0,1,Various Artists,"",true
335788,2022125,15,0,15,Éric Serra,"",true
484641,2195609,15,0,15,Éric Serra,"",true
596258,2195609,15,0,15,Éric Serra,"",true
944401,3443299,15,0,15,Éric Serra,"",true
1063307,4206849,25,0,25,Pavement,"",true
335977,3357258,94,0,94,John Williams,"",true
804095,3172589,94,0,94,John Williams,"",true
267935,1667784,94,0,94,John Williams,"",true
446354,1901925,94,0,94,John Williams,"",true
140607,1563177,94,0,94,John Williams,"",true
